Device Serial Number: ,67
Device firmware: ,2
Device PM slope: ,0.8846
Device PM offset: ,-214
Device vibration threshold: ,10

Time Zone: UTC ,-7
Time format:,MM/DD/YYYY 12H
Mission start date: ,08/29/2018 09:21:13 AM
Mission end date: ,08/29/2018 07:26:06 PM
Mission log rate: ,20, seconds
Number of sample taken: ,1815
Maximum 40 sample PM level:,392
Minimum 40 sample PM level:,1
Average active PM concentration:,224
Average PM concentration:,103

Time Stamp, PM, compliance
08/29/2018 09:21:13 AM,-38,1
08/29/2018 09:21:33 AM,5,1
08/29/2018 09:21:53 AM,3,1
08/29/2018 09:22:13 AM,4,0
08/29/2018 09:22:33 AM,4,1
08/29/2018 09:22:53 AM,5,1
08/29/2018 09:23:13 AM,5,1
08/29/2018 09:23:33 AM,4,1
08/29/2018 09:23:53 AM,5,1
08/29/2018 09:24:13 AM,6,1
08/29/2018 09:24:33 AM,7,1
08/29/2018 09:24:53 AM,4,0
08/29/2018 09:25:13 AM,2,0
08/29/2018 09:25:33 AM,4,1
08/29/2018 09:25:53 AM,3,1
08/29/2018 09:26:13 AM,4,1
08/29/2018 09:26:33 AM,3,0
08/29/2018 09:26:53 AM,4,0
08/29/2018 09:27:13 AM,4,1
08/29/2018 09:27:33 AM,3,1
08/29/2018 09:27:53 AM,3,0
08/29/2018 09:28:13 AM,4,0
08/29/2018 09:28:33 AM,3,0
08/29/2018 09:28:53 AM,3,1
08/29/2018 09:29:13 AM,4,1
08/29/2018 09:29:33 AM,5,1
08/29/2018 09:29:53 AM,4,1
08/29/2018 09:30:13 AM,5,1
08/29/2018 09:30:33 AM,5,0
08/29/2018 09:30:53 AM,4,1
08/29/2018 09:31:13 AM,5,1
08/29/2018 09:31:33 AM,6,1
08/29/2018 09:31:53 AM,5,1
08/29/2018 09:32:13 AM,5,1
08/29/2018 09:32:33 AM,4,1
08/29/2018 09:32:53 AM,7,1
08/29/2018 09:33:13 AM,5,1
08/29/2018 09:33:33 AM,6,1
08/29/2018 09:33:53 AM,3,1
08/29/2018 09:34:13 AM,14,1
08/29/2018 09:34:33 AM,4,1
08/29/2018 09:34:53 AM,7,1
08/29/2018 09:35:13 AM,4,1
08/29/2018 09:35:33 AM,6,1
08/29/2018 09:35:53 AM,3,1
08/29/2018 09:36:13 AM,4,1
08/29/2018 09:36:33 AM,3,1
08/29/2018 09:36:53 AM,4,0
08/29/2018 09:37:13 AM,13,0
08/29/2018 09:37:33 AM,3,0
08/29/2018 09:37:53 AM,3,0
08/29/2018 09:38:13 AM,2,0
08/29/2018 09:38:33 AM,3,0
08/29/2018 09:38:53 AM,5,0
08/29/2018 09:39:13 AM,6,0
08/29/2018 09:39:33 AM,7,0
08/29/2018 09:39:53 AM,3,0
08/29/2018 09:40:13 AM,1,0
08/29/2018 09:40:33 AM,3,1
08/29/2018 09:40:53 AM,4,0
08/29/2018 09:41:13 AM,3,0
08/29/2018 09:41:33 AM,2,1
08/29/2018 09:41:53 AM,1,1
08/29/2018 09:42:13 AM,2,1
08/29/2018 09:42:33 AM,3,0
08/29/2018 09:42:53 AM,2,0
08/29/2018 09:43:13 AM,1,0
08/29/2018 09:43:33 AM,1,1
08/29/2018 09:43:53 AM,0,0
08/29/2018 09:44:13 AM,0,0
08/29/2018 09:44:33 AM,4,0
08/29/2018 09:44:53 AM,0,0
08/29/2018 09:45:13 AM,4,0
08/29/2018 09:45:33 AM,0,0
08/29/2018 09:45:53 AM,2,0
08/29/2018 09:46:13 AM,0,0
08/29/2018 09:46:33 AM,0,0
08/29/2018 09:46:53 AM,0,0
08/29/2018 09:47:13 AM,4,1
08/29/2018 09:47:33 AM,2,0
08/29/2018 09:47:53 AM,0,1
08/29/2018 09:48:13 AM,1,0
08/29/2018 09:48:33 AM,0,1
08/29/2018 09:48:53 AM,0,0
08/29/2018 09:49:13 AM,0,0
08/29/2018 09:49:33 AM,1,0
08/29/2018 09:49:53 AM,0,0
08/29/2018 09:50:13 AM,1,0
08/29/2018 09:50:33 AM,0,0
08/29/2018 09:50:53 AM,1,1
08/29/2018 09:51:13 AM,0,0
08/29/2018 09:51:33 AM,0,0
08/29/2018 09:51:53 AM,-1,0
08/29/2018 09:52:13 AM,0,0
08/29/2018 09:52:33 AM,0,0
08/29/2018 09:52:53 AM,0,1
08/29/2018 09:53:13 AM,0,0
08/29/2018 09:53:33 AM,0,1
08/29/2018 09:53:53 AM,0,0
08/29/2018 09:54:13 AM,1,0
08/29/2018 09:54:33 AM,0,0
08/29/2018 09:54:53 AM,0,0
08/29/2018 09:55:13 AM,0,0
08/29/2018 09:55:33 AM,0,0
08/29/2018 09:55:53 AM,0,0
08/29/2018 09:56:13 AM,0,0
08/29/2018 09:56:33 AM,0,1
08/29/2018 09:56:53 AM,0,0
08/29/2018 09:57:13 AM,1,1
08/29/2018 09:57:33 AM,4,1
08/29/2018 09:57:53 AM,9,0
08/29/2018 09:58:13 AM,27,1
08/29/2018 09:58:33 AM,57,1
08/29/2018 09:58:53 AM,127,0
08/29/2018 09:59:13 AM,230,1
08/29/2018 09:59:33 AM,219,0
08/29/2018 09:59:53 AM,250,0
08/29/2018 10:00:13 AM,213,1
08/29/2018 10:00:33 AM,198,0
08/29/2018 10:00:53 AM,214,0
08/29/2018 10:01:13 AM,218,1
08/29/2018 10:01:33 AM,325,1
08/29/2018 10:01:53 AM,295,0
08/29/2018 10:02:13 AM,318,0
08/29/2018 10:02:33 AM,441,0
08/29/2018 10:02:53 AM,501,0
08/29/2018 10:03:13 AM,572,0
08/29/2018 10:03:33 AM,568,0
08/29/2018 10:03:53 AM,544,0
08/29/2018 10:04:13 AM,516,0
08/29/2018 10:04:33 AM,506,0
08/29/2018 10:04:53 AM,426,1
08/29/2018 10:05:13 AM,399,0
08/29/2018 10:05:33 AM,414,0
08/29/2018 10:05:53 AM,323,1
08/29/2018 10:06:13 AM,303,0
08/29/2018 10:06:33 AM,298,0
08/29/2018 10:06:53 AM,295,1
08/29/2018 10:07:13 AM,282,1
08/29/2018 10:07:33 AM,339,0
08/29/2018 10:07:53 AM,246,0
08/29/2018 10:08:13 AM,235,0
08/29/2018 10:08:33 AM,216,0
08/29/2018 10:08:54 AM,240,0
08/29/2018 10:09:14 AM,350,1
08/29/2018 10:09:34 AM,291,0
08/29/2018 10:09:54 AM,311,0
08/29/2018 10:10:14 AM,304,0
08/29/2018 10:10:34 AM,295,0
08/29/2018 10:10:54 AM,307,1
08/29/2018 10:11:14 AM,355,1
08/29/2018 10:11:34 AM,294,0
08/29/2018 10:11:54 AM,284,0
08/29/2018 10:12:14 AM,222,0
08/29/2018 10:12:34 AM,244,0
08/29/2018 10:12:54 AM,204,1
08/29/2018 10:13:14 AM,184,0
08/29/2018 10:13:34 AM,229,0
08/29/2018 10:13:54 AM,213,0
08/29/2018 10:14:14 AM,221,0
08/29/2018 10:14:34 AM,256,0
08/29/2018 10:14:54 AM,267,0
08/29/2018 10:15:14 AM,262,0
08/29/2018 10:15:34 AM,358,0
08/29/2018 10:15:54 AM,293,0
08/29/2018 10:16:14 AM,303,0
08/29/2018 10:16:34 AM,307,0
08/29/2018 10:16:54 AM,279,0
08/29/2018 10:17:14 AM,237,0
08/29/2018 10:17:34 AM,211,1
08/29/2018 10:17:54 AM,189,0
08/29/2018 10:18:14 AM,199,1
08/29/2018 10:18:34 AM,193,0
08/29/2018 10:18:54 AM,193,0
08/29/2018 10:19:14 AM,292,0
08/29/2018 10:19:34 AM,197,0
08/29/2018 10:19:54 AM,173,0
08/29/2018 10:20:14 AM,286,1
08/29/2018 10:20:34 AM,239,0
08/29/2018 10:20:54 AM,197,0
08/29/2018 10:21:14 AM,248,0
08/29/2018 10:21:34 AM,226,0
08/29/2018 10:21:54 AM,227,0
08/29/2018 10:22:14 AM,190,0
08/29/2018 10:22:34 AM,205,0
08/29/2018 10:22:54 AM,183,0
08/29/2018 10:23:14 AM,168,0
08/29/2018 10:23:34 AM,199,0
08/29/2018 10:23:54 AM,167,0
08/29/2018 10:24:14 AM,156,0
08/29/2018 10:24:34 AM,151,0
08/29/2018 10:24:54 AM,165,1
08/29/2018 10:25:14 AM,163,0
08/29/2018 10:25:34 AM,170,0
08/29/2018 10:25:54 AM,190,0
08/29/2018 10:26:14 AM,186,1
08/29/2018 10:26:34 AM,180,0
08/29/2018 10:26:54 AM,222,0
08/29/2018 10:27:14 AM,183,0
08/29/2018 10:27:34 AM,199,0
08/29/2018 10:27:54 AM,196,1
08/29/2018 10:28:14 AM,207,1
08/29/2018 10:28:34 AM,206,0
08/29/2018 10:28:54 AM,246,0
08/29/2018 10:29:14 AM,206,0
08/29/2018 10:29:34 AM,188,1
08/29/2018 10:29:54 AM,203,0
08/29/2018 10:30:14 AM,229,0
08/29/2018 10:30:34 AM,235,0
08/29/2018 10:30:54 AM,229,1
08/29/2018 10:31:14 AM,232,0
08/29/2018 10:31:34 AM,222,1
08/29/2018 10:31:54 AM,248,1
08/29/2018 10:32:14 AM,316,0
08/29/2018 10:32:34 AM,359,0
08/29/2018 10:32:54 AM,361,0
08/29/2018 10:33:14 AM,414,1
08/29/2018 10:33:34 AM,422,0
08/29/2018 10:33:54 AM,406,0
08/29/2018 10:34:14 AM,424,1
08/29/2018 10:34:34 AM,417,0
08/29/2018 10:34:54 AM,326,0
08/29/2018 10:35:14 AM,370,0
08/29/2018 10:35:34 AM,323,1
08/29/2018 10:35:54 AM,387,1
08/29/2018 10:36:14 AM,253,1
08/29/2018 10:36:34 AM,314,0
08/29/2018 10:36:54 AM,250,0
08/29/2018 10:37:14 AM,298,1
08/29/2018 10:37:34 AM,298,0
08/29/2018 10:37:54 AM,236,1
08/29/2018 10:38:14 AM,265,1
08/29/2018 10:38:34 AM,241,1
08/29/2018 10:38:54 AM,206,0
08/29/2018 10:39:14 AM,214,0
08/29/2018 10:39:34 AM,168,0
08/29/2018 10:39:54 AM,148,0
08/29/2018 10:40:14 AM,157,0
08/29/2018 10:40:34 AM,122,1
08/29/2018 10:40:54 AM,123,0
08/29/2018 10:41:14 AM,107,1
08/29/2018 10:41:34 AM,102,0
08/29/2018 10:41:54 AM,99,1
08/29/2018 10:42:14 AM,84,1
08/29/2018 10:42:34 AM,87,1
08/29/2018 10:42:54 AM,80,1
08/29/2018 10:43:14 AM,72,0
08/29/2018 10:43:34 AM,69,1
08/29/2018 10:43:54 AM,69,1
08/29/2018 10:44:14 AM,73,0
08/29/2018 10:44:34 AM,61,0
08/29/2018 10:44:54 AM,59,1
08/29/2018 10:45:14 AM,57,0
08/29/2018 10:45:34 AM,56,0
08/29/2018 10:45:54 AM,52,1
08/29/2018 10:46:14 AM,45,1
08/29/2018 10:46:34 AM,50,0
08/29/2018 10:46:54 AM,44,0
08/29/2018 10:47:14 AM,43,0
08/29/2018 10:47:34 AM,41,0
08/29/2018 10:47:54 AM,41,0
08/29/2018 10:48:14 AM,42,0
08/29/2018 10:48:34 AM,38,0
08/29/2018 10:48:54 AM,36,1
08/29/2018 10:49:14 AM,33,1
08/29/2018 10:49:34 AM,32,0
08/29/2018 10:49:54 AM,32,0
08/29/2018 10:50:14 AM,30,0
08/29/2018 10:50:34 AM,30,0
08/29/2018 10:50:54 AM,30,0
08/29/2018 10:51:14 AM,28,0
08/29/2018 10:51:34 AM,26,1
