Device Serial Number: ,87
Device firmware: ,2
Device PM slope: ,0.816
Device PM offset: ,-225
Device vibration threshold: ,10

Time Zone: UTC ,-7
Time format:,MM/DD/YYYY 12H
Mission start date: ,08/29/2018 09:21:58 AM
Mission end date: ,08/29/2018 07:25:16 PM
Mission log rate: ,20, seconds
Number of sample taken: ,1733
Maximum 40 sample PM level:,1293
Minimum 40 sample PM level:,1
Average active PM concentration:,679
Average PM concentration:,310

Time Stamp, PM, compliance
08/29/2018 09:21:58 AM,N/A,0
08/29/2018 09:22:18 AM,N/A,0
08/29/2018 09:22:39 AM,N/A,0
08/29/2018 09:23:00 AM,N/A,0
08/29/2018 09:23:21 AM,N/A,0
08/29/2018 09:23:42 AM,N/A,0
08/29/2018 09:24:03 AM,N/A,0
08/29/2018 09:24:24 AM,N/A,0
08/29/2018 09:24:45 AM,N/A,0
08/29/2018 09:25:06 AM,N/A,0
08/29/2018 09:25:27 AM,N/A,0
08/29/2018 09:25:47 AM,N/A,0
08/29/2018 09:26:08 AM,N/A,0
08/29/2018 09:26:29 AM,N/A,0
08/29/2018 09:26:50 AM,N/A,0
08/29/2018 09:27:11 AM,N/A,0
08/29/2018 09:27:32 AM,N/A,0
08/29/2018 09:27:53 AM,N/A,0
08/29/2018 09:28:14 AM,N/A,0
08/29/2018 09:28:35 AM,N/A,0
08/29/2018 09:28:56 AM,N/A,0
08/29/2018 09:29:16 AM,N/A,0
08/29/2018 09:29:37 AM,N/A,0
08/29/2018 09:29:58 AM,N/A,0
08/29/2018 09:30:19 AM,N/A,0
08/29/2018 09:30:40 AM,N/A,0
08/29/2018 09:31:01 AM,N/A,0
08/29/2018 09:31:22 AM,N/A,0
08/29/2018 09:31:43 AM,N/A,0
08/29/2018 09:32:04 AM,N/A,0
08/29/2018 09:32:25 AM,N/A,0
08/29/2018 09:32:45 AM,N/A,0
08/29/2018 09:33:06 AM,N/A,0
08/29/2018 09:33:27 AM,N/A,0
08/29/2018 09:33:48 AM,N/A,0
08/29/2018 09:34:09 AM,N/A,0
08/29/2018 09:34:30 AM,N/A,0
08/29/2018 09:34:51 AM,N/A,0
08/29/2018 09:35:12 AM,N/A,0
08/29/2018 09:35:33 AM,N/A,0
08/29/2018 09:35:54 AM,N/A,0
08/29/2018 09:36:14 AM,N/A,0
08/29/2018 09:36:35 AM,N/A,0
08/29/2018 09:36:56 AM,N/A,0
08/29/2018 09:37:17 AM,N/A,0
08/29/2018 09:37:38 AM,N/A,0
08/29/2018 09:37:59 AM,N/A,0
08/29/2018 09:38:20 AM,N/A,0
08/29/2018 09:38:41 AM,N/A,0
08/29/2018 09:39:02 AM,N/A,0
08/29/2018 09:39:23 AM,N/A,0
08/29/2018 09:39:43 AM,N/A,0
08/29/2018 09:40:04 AM,N/A,0
08/29/2018 09:40:25 AM,N/A,0
08/29/2018 09:40:46 AM,N/A,0
08/29/2018 09:41:07 AM,N/A,0
08/29/2018 09:41:28 AM,N/A,0
08/29/2018 09:41:49 AM,N/A,0
08/29/2018 09:42:10 AM,N/A,0
08/29/2018 09:42:31 AM,N/A,0
08/29/2018 09:42:52 AM,N/A,0
08/29/2018 09:43:12 AM,N/A,0
08/29/2018 09:43:33 AM,N/A,0
08/29/2018 09:43:54 AM,N/A,0
08/29/2018 09:44:15 AM,1,1
08/29/2018 09:44:36 AM,1,1
08/29/2018 09:44:57 AM,2,1
08/29/2018 09:45:18 AM,1,1
08/29/2018 09:45:39 AM,4,1
08/29/2018 09:46:00 AM,1,1
08/29/2018 09:46:21 AM,1,1
08/29/2018 09:46:41 AM,2,1
08/29/2018 09:47:02 AM,0,1
08/29/2018 09:47:23 AM,0,1
08/29/2018 09:47:44 AM,1,1
08/29/2018 09:48:05 AM,1,1
08/29/2018 09:48:26 AM,1,1
08/29/2018 09:48:47 AM,1,1
08/29/2018 09:49:08 AM,1,1
08/29/2018 09:49:29 AM,1,1
08/29/2018 09:49:50 AM,1,1
08/29/2018 09:50:10 AM,1,1
08/29/2018 09:50:31 AM,0,1
08/29/2018 09:50:52 AM,0,1
08/29/2018 09:51:13 AM,4,0
08/29/2018 09:51:34 AM,0,1
08/29/2018 09:51:55 AM,2,1
08/29/2018 09:52:16 AM,0,1
08/29/2018 09:52:37 AM,0,1
08/29/2018 09:52:58 AM,0,1
08/29/2018 09:53:19 AM,0,1
08/29/2018 09:53:39 AM,1,1
08/29/2018 09:54:00 AM,0,1
08/29/2018 09:54:21 AM,0,1
08/29/2018 09:54:42 AM,0,1
08/29/2018 09:55:03 AM,0,1
08/29/2018 09:55:24 AM,1,1
08/29/2018 09:55:45 AM,0,1
08/29/2018 09:56:06 AM,0,1
08/29/2018 09:56:27 AM,31,1
08/29/2018 09:56:48 AM,39,1
08/29/2018 09:57:08 AM,206,1
08/29/2018 09:57:29 AM,97,1
08/29/2018 09:57:50 AM,1345,1
08/29/2018 09:58:11 AM,933,1
08/29/2018 09:58:32 AM,1169,1
08/29/2018 09:58:53 AM,150,1
08/29/2018 09:59:14 AM,342,1
08/29/2018 09:59:35 AM,506,1
08/29/2018 09:59:56 AM,470,1
08/29/2018 10:00:17 AM,2554,1
08/29/2018 10:00:37 AM,2023,1
08/29/2018 10:00:58 AM,2045,1
08/29/2018 10:01:19 AM,4369,1
08/29/2018 10:01:40 AM,2168,1
08/29/2018 10:02:01 AM,2589,1
08/29/2018 10:02:22 AM,1372,1
08/29/2018 10:02:43 AM,1356,1
08/29/2018 10:03:04 AM,1293,1
08/29/2018 10:03:25 AM,965,1
08/29/2018 10:03:46 AM,1088,1
08/29/2018 10:04:06 AM,1536,1
08/29/2018 10:04:27 AM,607,1
08/29/2018 10:04:48 AM,463,1
08/29/2018 10:05:09 AM,532,1
08/29/2018 10:05:30 AM,678,1
08/29/2018 10:05:51 AM,561,1
08/29/2018 10:06:12 AM,998,1
08/29/2018 10:06:33 AM,615,1
08/29/2018 10:06:54 AM,516,1
08/29/2018 10:07:15 AM,1006,1
08/29/2018 10:07:35 AM,492,1
08/29/2018 10:07:56 AM,427,1
08/29/2018 10:08:17 AM,616,1
08/29/2018 10:08:38 AM,765,1
08/29/2018 10:08:59 AM,629,1
08/29/2018 10:09:20 AM,558,1
08/29/2018 10:09:41 AM,1042,1
08/29/2018 10:10:02 AM,796,1
08/29/2018 10:10:23 AM,615,1
08/29/2018 10:10:44 AM,523,1
08/29/2018 10:11:04 AM,472,1
08/29/2018 10:11:25 AM,409,0
08/29/2018 10:11:46 AM,634,1
08/29/2018 10:12:07 AM,473,1
08/29/2018 10:12:28 AM,525,1
08/29/2018 10:12:49 AM,586,1
08/29/2018 10:13:10 AM,449,0
08/29/2018 10:13:31 AM,523,1
08/29/2018 10:13:52 AM,917,1
08/29/2018 10:14:13 AM,1144,1
08/29/2018 10:14:33 AM,648,1
08/29/2018 10:14:54 AM,936,1
08/29/2018 10:15:15 AM,1010,1
08/29/2018 10:15:36 AM,740,1
08/29/2018 10:15:57 AM,413,1
08/29/2018 10:16:18 AM,357,1
08/29/2018 10:16:39 AM,395,1
08/29/2018 10:17:00 AM,459,1
08/29/2018 10:17:21 AM,365,1
08/29/2018 10:17:42 AM,722,1
08/29/2018 10:18:02 AM,430,1
08/29/2018 10:18:23 AM,634,1
08/29/2018 10:18:44 AM,339,1
08/29/2018 10:19:05 AM,805,0
08/29/2018 10:19:26 AM,795,1
08/29/2018 10:19:47 AM,637,1
08/29/2018 10:20:08 AM,898,1
08/29/2018 10:20:29 AM,677,1
08/29/2018 10:20:50 AM,394,1
08/29/2018 10:21:11 AM,394,1
08/29/2018 10:21:31 AM,448,1
08/29/2018 10:21:52 AM,397,1
08/29/2018 10:22:13 AM,457,1
08/29/2018 10:22:34 AM,412,1
08/29/2018 10:22:55 AM,372,1
08/29/2018 10:23:16 AM,352,1
08/29/2018 10:23:37 AM,454,1
08/29/2018 10:23:58 AM,461,1
08/29/2018 10:24:19 AM,368,1
08/29/2018 10:24:40 AM,345,0
08/29/2018 10:25:00 AM,336,1
08/29/2018 10:25:21 AM,421,1
08/29/2018 10:25:42 AM,416,1
08/29/2018 10:26:03 AM,371,1
08/29/2018 10:26:24 AM,391,1
08/29/2018 10:26:45 AM,424,1
08/29/2018 10:27:06 AM,1356,1
08/29/2018 10:27:27 AM,511,1
08/29/2018 10:27:48 AM,474,1
08/29/2018 10:28:09 AM,753,1
08/29/2018 10:28:29 AM,419,1
08/29/2018 10:28:50 AM,631,1
08/29/2018 10:29:11 AM,358,1
08/29/2018 10:29:32 AM,1318,1
08/29/2018 10:29:53 AM,465,1
08/29/2018 10:30:14 AM,643,1
08/29/2018 10:30:35 AM,1266,1
08/29/2018 10:30:56 AM,1290,1
08/29/2018 10:31:17 AM,1262,1
08/29/2018 10:31:38 AM,1188,1
08/29/2018 10:31:58 AM,1384,1
08/29/2018 10:32:19 AM,1250,1
08/29/2018 10:32:40 AM,1318,1
08/29/2018 10:33:01 AM,950,1
08/29/2018 10:33:22 AM,774,1
08/29/2018 10:33:43 AM,843,1
08/29/2018 10:34:04 AM,819,1
08/29/2018 10:34:25 AM,757,1
08/29/2018 10:34:46 AM,577,1
08/29/2018 10:35:07 AM,791,1
08/29/2018 10:35:27 AM,809,1
08/29/2018 10:35:48 AM,673,0
08/29/2018 10:36:09 AM,895,1
08/29/2018 10:36:30 AM,434,1
08/29/2018 10:36:51 AM,350,0
08/29/2018 10:37:12 AM,327,1
08/29/2018 10:37:33 AM,238,1
08/29/2018 10:37:54 AM,229,1
08/29/2018 10:38:15 AM,219,1
08/29/2018 10:38:36 AM,235,1
08/29/2018 10:38:56 AM,190,1
08/29/2018 10:39:17 AM,182,1
08/29/2018 10:39:38 AM,158,1
08/29/2018 10:39:59 AM,147,1
08/29/2018 10:40:20 AM,138,1
08/29/2018 10:40:41 AM,130,1
08/29/2018 10:41:02 AM,123,0
08/29/2018 10:41:23 AM,110,1
08/29/2018 10:41:44 AM,106,1
08/29/2018 10:42:05 AM,100,1
08/29/2018 10:42:25 AM,90,1
08/29/2018 10:42:46 AM,86,0
08/29/2018 10:43:07 AM,81,1
08/29/2018 10:43:28 AM,79,1
08/29/2018 10:43:49 AM,70,1
08/29/2018 10:44:10 AM,66,1
08/29/2018 10:44:31 AM,65,1
08/29/2018 10:44:52 AM,60,1
08/29/2018 10:45:13 AM,59,1
08/29/2018 10:45:34 AM,65,1
08/29/2018 10:45:54 AM,55,1
08/29/2018 10:46:15 AM,56,1
08/29/2018 10:46:36 AM,52,1
08/29/2018 10:46:57 AM,49,1
08/29/2018 10:47:18 AM,47,1
08/29/2018 10:47:39 AM,47,1
08/29/2018 10:48:00 AM,43,1
08/29/2018 10:48:21 AM,45,1
08/29/2018 10:48:42 AM,42,1
08/29/2018 10:49:03 AM,38,1
08/29/2018 10:49:23 AM,38,1
08/29/2018 10:49:44 AM,39,1
08/29/2018 10:50:05 AM,34,1
08/29/2018 10:50:26 AM,31,1
08/29/2018 10:50:47 AM,31,1
08/29/2018 10:51:08 AM,48,1
08/29/2018 10:51:29 AM,30,1
08/29/2018 10:51:50 AM,29,1
08/29/2018 10:52:11 AM,30,1
08/29/2018 10:52:32 AM,26,0
08/29/2018 10:52:52 AM,27,1
08/29/2018 10:53:13 AM,27,1
08/29/2018 10:53:34 AM,26,0
08/29/2018 10:53:55 AM,26,1
08/29/2018 10:54:16 AM,26,1
08/29/2018 10:54:37 AM,25,0
08/29/2018 10:54:58 AM,24,1
08/29/2018 10:55:19 AM,22,1
